Cell Line,Tissue,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2,Medium Condition
MDST8,Large Intestine,0.078595975,0.19910502,0.62335981,,-0.042512774,-0.873845245,0.170225172,-0.179583905,0.55793617,0.259511618,0.169407141,0.397465342,0.334619638,0.692953107,0.036160798,-0.283439761,0.800741784,0.086034212,3.908677971,0.339107524,0.301779305,-0.237744605,0.264558096,0.196014445,0.116269362,0.191680283,-0.180558626,0.288395626,-0.008352432,-0.03684806,0.421993604,0.160792668,-0.627448786,0.29728619,-0.003925198,-0.47471208,-0.462179763,0.035464976,0.226527454,0.062631525,-0.37575671,-0.491060714,DMEM wGln
OAW28,Ovary,-0.012435855,0.007830752,-0.035417309,-0.173485355,0.151096315,0.087700997,0.170669135,-0.125864214,-0.347992592,-0.387698183,-0.290136875,-0.235972836,0.052148291,-0.485001312,-0.111786012,-0.450415543,0.26555185,-0.126209364,,-0.826895922,-0.734777337,-1.390256979,-0.82365815,-0.811679455,-0.597840175,-0.930120935,0.009647667,-0.420963626,0.460959667,0.123431671,0.037681997,0.804048237,-0.358561139,-0.647435158,-1.329132689,-0.752805052,-1.267252149,0.006670059,,-0.014562701,-0.500767887,-1.072159419,RPMI
SUIT2,Pancreas,0.249340959,-0.402926225,0.014370352,0.245471016,0.30528886,-0.236325244,-0.106602566,-0.442720328,0.202169519,0.609031081,0.505011535,0.083805386,-0.390741233,0.374011213,-0.029569328,0.331001232,-0.289003463,-0.0588283,-0.84552912,0.324167473,-0.308990436,0.611110318,0.304821272,0.421583977,-0.294254546,-0.395759014,-0.309456614,0.460146958,-0.262339499,-0.857016261,-0.065816945,-0.219893571,1.253829604,1.271926681,0.539637326,1.351032337,0.078490631,-0.114809329,-0.271755696,-0.448580769,-0.115084595,0.414271393,EMEM
KASUMI1,Haematopoietic And Lymphoid Tissue,-0.022527368,0.389127838,0.489097051,,-0.740570688,-0.4949985,0.087959137,0.511056102,-1.347390398,-0.821128806,-0.212978003,0.289453461,1.594397304,-0.898366885,0.22819563,-0.831263247,-0.047576249,-1.545044841,-0.518209029,-1.312032179,-0.758906684,-0.464495674,-0.577783519,-0.444420277,-0.012325201,0.704020787,0.087064932,0.059217652,0.307298408,0.618541298,-0.686498777,0.155401694,-2.204607156,-1.583768585,-1.680164711,-0.937310966,0.090555876,0.027168599,0.394564454,-0.043721547,0.509243516,1.448758709,RPMI
SUPM2,Haematopoietic And Lymphoid Tissue,0.092016733,-0.416595852,-0.169000071,-0.363450708,0.382548398,-0.049424399,0.006455627,0.750000226,0.013624513,-0.163965467,-0.73936636,-0.671382577,0.015642164,-0.401942659,0.109363064,-0.449477167,-0.024427827,-1.011881462,,-0.077858368,-1.093226494,-0.93949305,-0.793637892,0.744103107,-0.10475056,0.039921026,0.034975807,0.196463435,0.41751834,0.630209529,-0.204991886,0.581243507,-2.362346759,,,,0.006480076,0.274532163,,0.195138132,-0.001652547,0.054262584,RPMI
SKHEP1,Liver,0.044772553,0.349033495,0.089634761,-0.728098396,-0.469568568,-0.637970015,-0.228120651,0.988143252,-0.06946574,-0.30900675,-0.590616787,-0.034564807,-0.072672332,0.067364116,0.780647583,-0.247020716,-0.176030793,-0.132634427,,0.178537258,-0.539225484,-0.989435989,0.579321584,0.18334036,-0.530057958,-0.20004161,0.420291384,-0.410971201,-0.305562411,0.319282653,-0.196987987,0.370363768,-0.71608079,-0.811954886,-0.192619801,-0.680900868,0.202685521,0.041388171,0.075813818,-0.373609965,0.00149333,-0.180822359,EMEM
OVCAR8,Ovary,-0.105461951,0.433470552,0.275398216,1.491546038,0.156824175,0.032183557,-0.192242709,-0.516130872,-0.176101464,0.865558656,0.588445561,0.238061613,-0.238550459,0.53863804,-0.318879273,2.216068027,0.162103755,2.166684747,-0.238362345,0.120802437,0.860671624,1.132233828,0.694440551,-0.850595895,0.4676287,1.506157185,0.344511619,-1.464809351,-0.593895077,0.851609969,-0.922738401,-1.07246792,2.858373039,3.711575791,3.331249269,3.232286467,0.780990906,0.170515553,0.215208634,0.072196876,-0.160918442,-0.193388276,RPMI
NCIH2172,Lung,0.116498135,0.067921026,0.190853918,-0.20074711,0.495143964,0.181956024,0.350476034,-0.217843895,-0.70623526,-0.041571574,0.14995259,-0.345187967,-0.495844955,-0.797435205,-0.077130094,-0.047467638,-0.216076171,-0.049570971,0.553544545,1.889912146,0.715720802,0.25959687,0.416798479,1.073053385,-0.128993139,-0.084017561,0.497123165,0.222274685,-0.602261843,-0.979700112,-0.665571706,-1.348525898,0.335298913,-0.050417978,0.391838655,-0.497227161,0.819006361,-0.115663465,-0.025784426,0.050452965,-0.097484769,0.185620695,RPMI
ISHIKAWAHERAKLIO02ER,Endometrium,-0.014704386,0.136184652,-1.088864116,0.140301847,-0.572917943,-0.001217784,0.127460849,-0.194785135,0.179787102,-0.516019066,0.01768604,0.241974858,0.274723525,-0.355520918,0.070680536,-0.265720194,-0.031934427,-0.665460379,,-0.733251744,-0.435654668,-1.085210836,-0.678764041,-0.808166598,-0.427900622,-0.386034722,0.670467332,-0.911173039,-0.193153987,0.62458488,-0.551871741,-0.04538687,-1.33583264,-0.868425289,-0.572263016,-1.819674528,0.260814853,-0.029245284,,-0.200536646,0.517264773,0.703310441,RPMI
NCIH596,Lung,0.167784432,0.556961759,0.215821408,-0.092940615,-0.65520411,0.309596634,0.063899462,0.0343085,0.392258612,-0.814808251,-0.184348811,0.177062775,0.034293741,0.091353276,0.137171379,0.260335443,-0.671228756,-0.102406504,,0.063895872,-0.054987517,0.217947262,0.117969737,0.011094357,-0.234634285,0.244976513,-0.086752129,-0.245011256,-0.718390794,0.462649757,-1.047337885,-0.748990995,-0.687153225,-0.36346522,0.221196661,0.445302271,-0.153673169,-0.014447814,,-0.047664718,0.151989727,0.48652532,RPMI
NCIH650,Lung,-0.116862017,-0.050615231,0.021534122,-0.410848211,0.623285672,0.014847717,-0.693312769,0.102081052,-0.42619281,0.190812784,0.021642652,-0.804112729,-0.846660118,-0.406111757,0.062688573,-0.522452049,-0.066445225,-0.533177492,1.030445047,0.099667363,0.092212172,0.040020238,-0.287487779,-0.298213336,-0.200238661,-0.484273857,-0.15705709,-0.55103,-0.034029546,0.284744531,-0.455217469,0.580314191,-1.149941211,-0.156453107,-0.474588441,1.007268092,0.100668926,-0.05604259,-0.311606344,0.272264529,0.226750204,0.75993279,DMEM-F12
SW1573,Lung,0.175113735,-0.00010903,0.150997226,0.171037937,0.151683004,0.390960859,0.34195601,0.183192771,0.164655124,-0.300780193,-0.115810483,-0.474117016,-0.641204741,0.102109904,0.241986768,-0.4165762,-0.062379148,-0.602275726,,-0.340928467,-0.742527849,-0.491546295,-0.560525139,-0.103257059,-0.163710574,0.066077478,-0.34705809,-0.046577282,0.353090291,0.305730462,0.075632406,0.168969004,-1.055452048,-1.250921619,-0.452451758,-0.125434186,-0.469725026,0.169031964,,-0.051775928,0.322162414,0.666587609,L15
SKCO1,Large Intestine,0.044819381,-0.212705044,-0.095939837,-2.968729564,0.108688374,0.594316826,0.441723907,-0.224594498,-0.407563332,-0.945864899,-0.137554102,-0.27958937,-0.942408415,-1.781300824,0.414832845,-0.93836398,-0.982992916,-2.004518083,-1.432815588,-0.377992002,-0.559093053,-0.315268444,-0.032542806,0.016484442,-0.528205431,-0.482327194,-0.122351563,0.4622248,-0.202883453,-0.256344193,0.973232019,0.528278138,-1.762254264,-2.57929505,-1.346005261,-1.353569548,0.982527709,-0.039349012,0.246266526,-0.015771928,0.106882589,0.23555171,EMEM
KARPAS299,Haematopoietic And Lymphoid Tissue,-0.130797448,-0.732580959,-0.09809274,-0.177874135,0.327405921,-0.179112071,-0.505443164,-0.647545826,0.573646184,0.109778929,-0.306398336,-0.893569421,-1.56670576,0.058365108,-0.270056635,0.227422604,-0.040617548,0.43234859,,1.001842466,0.615968631,1.040341894,0.31954461,0.388848668,-0.095927539,-0.049329362,-0.864157581,0.273259623,-0.579769869,-1.378563157,0.005482225,-0.6276812,1.092401484,1.168893328,1.433846402,0.794324505,0.340439528,-0.237593046,,-0.200646884,-0.61763534,-1.313218105,RPMI wGln
YAPC,Pancreas,0.077538209,0.205483462,0.181686729,0.006292543,0.193509765,0.410142973,0.407107106,-0.034037653,0.129348225,-0.654335111,-0.499861156,-0.266382509,-0.704792914,-0.50999452,0.044219968,0.014481266,-0.176281121,-0.570064878,,0.034620581,-0.577277331,-0.445142028,-0.248976951,0.476055649,0.010936269,-0.198010117,0.0903873,0.098646184,0.201599303,0.226470791,-0.252436742,-0.237399741,-1.012080889,,-0.444043491,-0.602022225,0.089975001,0.083405714,,0.04335573,-0.52667425,-0.831009223,RPMI
A253,Salivary Gland,0.166154318,-0.386097876,-2.270091509,0.36130968,-0.088043694,0.062150608,0.407739429,-0.091789614,-0.279917623,-0.637503392,-0.349019928,0.281293908,-0.02193111,-0.456989935,0.419174024,0.563212256,-0.684062624,-0.365403869,1.206001327,-0.087724845,-0.069922383,0.045210993,0.173122104,0.189839929,0.489453891,0.288654614,0.417966122,-0.361133951,0.071621713,1.166662055,-1.159498132,-0.657183213,-0.557244144,-0.06996227,-0.01722654,0.580841777,-1.324072835,-0.042834759,0.524097481,-0.073883884,-0.102604915,-0.186155006,McCoy5A
HCC366,Lung,0.047244389,-0.676819149,-1.261109744,,-0.349561645,0.072795719,0.532717455,0.760638436,-1.011176883,-0.935841371,-0.600859614,-0.531877057,-0.257163223,-1.307339814,0.575054393,-1.800671266,-0.051424613,-1.100964367,,-0.653134731,,-0.411279114,-1.054768541,,,0.462648807,0.085841181,-0.765218584,-0.078064208,0.793543868,-1.127277626,0.037985058,,,,,,0.309327359,,0.119063546,,,RPMI
DKMG,Central Nervous System,-0.145994129,0.299968824,0.557348074,-0.094152662,0.29875352,0,0.012293507,-0.213948852,0.406050279,-0.188149424,0.059873454,0.665083247,0.41472811,0.244507768,-0.125339135,-0.6814147,-0.052636434,0.27329666,-2.116027987,-1.280729533,-0.51657165,-0.148451225,0.58797636,-1.261091364,-0.114556547,0.588150276,0.477706622,-0.702055288,-0.072865469,0.130057781,0.449721335,0.176684772,-0.821136364,-0.034604289,-0.220250791,0,-0.110325333,0.027230409,-0.558780092,-0.056610384,0.086964222,0.376315389,RPMI wGln
SNU349,Kidney,-0.555971737,0.131165072,0.029580585,,-0.37505836,0.015875275,0.015831527,0.364216666,0.848308801,-0.155494064,0.068592007,0.121192668,0.154587292,0.51702652,-0.885485951,0.360298798,0.029706003,0.608203832,-0.891655657,0.135677298,-0.372035547,-1.376374816,-1.046727471,0.56252804,0.316744345,0.285863027,1.060675048,0.761651946,0.39073904,-0.904725819,0.795959416,-0.018771559,-0.527995603,-0.024691451,-0.314191824,-1.498725067,0.318894247,-0.018359699,0.050238668,-0.054330665,0.343167258,0.271022916,RPMI
NCIH292,Lung,0.148956685,-0.257185059,-0.276568445,-0.351740432,-0.067492181,0.025869128,-0.018304895,0.603632326,-0.314245188,-0.706433784,-0.499948527,-0.623119464,-0.580531088,-0.835565841,0.002644623,-0.570392277,-0.803707227,-0.996781571,,0.510434425,-0.230076269,-0.343231108,0.497507943,0.496796426,-0.406059934,-0.731223307,0.41396598,0.224462061,-0.231909528,-0.504958072,-0.245673197,-0.022720225,-0.738391757,-1.037088069,-0.734997403,-0.106471305,-0.715120165,-0.078036909,,-0.185813971,-0.049703973,-0.003684952,RPMI
59M,Ovary,0.157071919,0.339026968,0.209314932,-0.678721299,0.238128645,0.470432364,0.325740979,0.120899798,0.722348297,0.374753186,0.371776568,0.20518199,0.119876297,0.621654332,0.056423354,0.365714121,0.794038086,0.504709945,-3.561562762,-0.567281699,-0.119711428,0.000979895,0.006177311,-0.379362408,0.295068136,-0.124876452,0.944846482,-0.522285828,-0.049979381,0.687501694,-0.436829878,-0.138178313,-1.226722753,-1.17870332,-0.395437176,-2.968732308,-0.316421489,0.051753328,0.084024625,0.089526717,0.566370821,1.250181149,RPMI
U118MG,Central Nervous System,0.105955137,0.49687213,0.97307831,0.727531665,0.161974717,-0.100426642,-0.040143209,-0.168871354,0.79408099,1.034110265,0.480100017,0.582450247,0.256330185,0.861579423,0.089606182,0.652756701,0.710810727,0.912054002,3.883464847,0.840399946,0.772012843,0.65160561,0.681961805,0.357522981,0.185038758,0.192751915,0.106977509,0.251948983,-0.087413398,-0.194980481,0.20125855,0.27799136,2.155435825,1.869745678,1.197144518,1.574169376,0.893193307,0.10944316,0.199673636,0.22930385,-0.016612203,-0.243462332,DMEM
HCC1833,Lung,0.431379854,-0.043246167,-0.303303124,-4.366845346,0.006996286,0.28613018,0.559145894,0.366781979,-0.238211945,-0.2747277,-0.145475691,0.472984831,0.148260677,-0.176258159,0.376068257,0.42950446,-0.161248227,-0.066645133,2.444684661,-0.447934946,0.123171025,-0.00122921,-0.111827018,-0.012838844,0.67535803,0.540371853,0.550938162,0.103951435,0.802077021,0.671408174,-0.75955352,0.113189311,0.957658375,0.563951539,0.434590723,0.288097781,-0.515552283,0.233406838,0.37329156,0.2339468,0.206650222,-0.486239671,RPMI wGln
RH30,Soft Tissue,-0.075524911,-0.197752093,0.321341722,0.231886215,-0.518605343,-0.418359784,-0.097316153,-0.669948346,0.208853766,0.851188272,0.581706478,0.783538291,0.212700549,0.858777122,-0.410288758,0.297665038,0.818548122,1.049934447,,0.271669023,0.240397211,0.352883152,0.686255406,-0.004773471,-0.493733133,-0.639833999,-0.226706019,0.351357228,-0.677090354,-1.719932031,0.782736096,-0.384125829,1.167059917,1.289336803,0.767551513,0.463387322,0.058604721,-0.186757875,,-0.133986958,-0.097404776,-0.098381933,RPMI
SNU601,Stomach,-0.025677036,-0.123414256,-0.007771193,0.230415667,-0.366674813,-0.255919222,-0.235129627,-0.872539376,-0.842795407,0.427364208,0.265887403,0.795758155,0.018676263,-0.262929452,-0.34511156,0.834106825,-0.158144088,0.803532326,,-0.469946404,-0.796802256,-0.964702351,-0.613600144,-0.252074483,-0.384009267,-0.661772317,0.214831549,0.042615332,0.136361776,-0.004717552,-0.223349949,0.215130153,1.133341189,0.431583984,-0.208823461,-0.171579725,-0.851279872,-0.229027465,,-0.271307092,-0.227930533,-0.02258047,RPMI wGln
CAL33,Upper Aerodigestive Tract,-0.119776269,-0.22792238,-0.946992162,-1.165366844,-0.02859228,0.235487328,0.142201855,-0.505206154,0.021776216,0.297623395,0.051316589,-0.000776308,-0.433139971,-0.413888784,0.02943602,0.350007118,-0.278288472,-0.074467439,-2.445627893,0.544094229,0.628248243,0.442575959,0.046929738,0.236195838,0.451411426,0.262829807,-0.102822296,0.139689219,0.154540277,-0.233379737,-0.00925793,-0.107362377,0.68815085,0.634114259,1.078122583,1.100894225,-0.596789335,-0.131143401,0.073309682,-0.091503565,-0.449486527,-0.743159228,DMEM wGln
SNU668,Stomach,0.30853948,0.119306719,-0.179091226,-0.294385647,-0.527154003,-0.184764839,0.347950872,0.757805051,-0.179695178,-0.585258177,-0.508352294,0.083995919,0.603009161,-0.145903949,0.151077846,0.16736187,-0.395253882,-0.187932491,,1.062189117,-0.2418207,-0.744306956,0.309447681,1.094697653,-0.064262086,-0.926124284,1.059036292,0.936151436,-0.087791339,-0.018584168,-0.115856694,-0.279562744,-0.111775536,0.015540238,0.369961055,-0.337458615,0.543798935,0.026247014,,0.052632313,0.008108907,0.572557902,RPMI wGln
CORL279,Lung,-0.118885291,0.419194802,0.294411851,0.434588704,0.07432599,0.244943924,-0.027906383,-0.489088463,0.261285272,0.363801038,0.382535068,0.587123226,0.400600141,0.682613523,-0.032677956,0.551832919,0.017016022,0.667624399,-3.16331427,-0.875196944,0.155544767,0.402061522,0.035542683,-0.615911826,0.269314374,-0.313943105,-0.103027638,-0.100054245,0.041696206,0.587063323,0.744209587,0.061749049,0.955460161,1.398413983,0.675206488,-0.287956029,0.305731593,0.245540104,0.297224313,0.13186219,0.063853014,-0.277924286,RPMI
GB1,Central Nervous System,0.180207336,0.216356013,0.615058611,-1.996639236,0.474743838,-0.067209107,-0.247929638,0.073925956,1.391407419,0.577072061,0.261725599,0.033280758,0.236827508,1.306521348,0.004293672,0.812315823,0.384960148,0.55329814,-0.940135603,-0.075552746,-0.402690588,-0.455683555,0.840200652,0.034205299,-0.399334621,0.019042426,0.686485198,0.757903873,-0.092109855,-0.310874904,1.234902633,0.361941166,-0.086851827,0.139204738,0.077758403,1.192259769,0.170723899,-0.048077492,0.774570106,0.014623676,-0.189584996,-0.467129536,DMEM
KURAMOCHI,Ovary,0.018376398,0.54686568,0.255944109,0.12409582,0.121225583,0.444983276,0.477090394,0.5159866,0.814640457,-0.723224617,-0.340429608,-0.311407807,0.078414511,-0.035416621,0.262822975,0.740994445,-0.031474261,0.573676469,,-0.004251717,0.22409166,0.560983318,-0.479504795,-0.050810473,0.427769861,0.676240609,0.027006397,-0.774617818,0.034162674,0.667459499,-0.445920398,-0.231510517,-0.115979699,0.90955798,1.114022773,0.620586634,0.859419649,0.146673343,,-0.0557626,0.517114661,1.078676177,RPMI
COLO684,Endometrium,-0.057962655,0.762478422,0.156714317,0.574510311,-0.650736856,-0.300478721,-0.002983525,0.173185724,0.194370093,0.219995154,0.509755432,0.625479659,1.184928881,1.173882283,-0.30098024,-0.640465824,1.417024526,0.576176317,0.198803963,-0.866622333,-0.407859883,-0.658402105,-0.948788774,-0.823349253,-0.009539876,0.06994454,-0.016533229,-0.329325401,0.335647072,0.261265027,0.338217104,0.437986278,-0.326561371,0.112424228,-0.239090189,-0.662155339,0.066081807,0.08358206,-0.152072601,0.014732652,0.115252886,-0.158263194,RPMI
SNU685,Endometrium,-0.35976081,-0.408924133,-0.821825644,-0.2273957,-0.630857069,0.013824746,0.053308563,-0.275813882,0.605754977,-0.661407654,-0.219681771,-0.27932301,-0.084602488,0.163526086,-0.165025166,-0.41007781,-0.11624289,-0.541951496,0.335424514,-0.622637213,-0.541541891,-0.477671222,0.097768985,-0.248917478,-0.391222614,-0.541123244,0.657547365,0.100698472,-0.426174329,-0.256418703,0.050774493,-0.430528181,-1.403802927,-0.519383539,-0.021130471,-0.838385595,0.267007233,-0.167065738,,-0.23700149,0.206668512,0.360462014,RPMI wGln
SNU886,Liver,0.081183499,0.075130946,0.181316311,1.049937076,-0.223944967,-0.063409709,0.0193226,0.36874997,-0.52378965,-0.032062017,-0.171153586,0.007253342,0.02210759,-0.407134618,-0.016505879,0.052689009,-0.019272462,-0.155117322,-2.181958025,0.698274378,0.120172542,0.249373428,0.542503701,0.603355692,-0.039284485,0.720501941,0.192265988,0.235848057,-0.323117351,-0.141797096,0.231885337,-0.058800756,-0.129974991,-0.777976491,0.399388545,0.294968416,-0.366316434,0.102041038,0.000936174,0.005238874,0.081498741,0.166840689,RPMI wGln
NCCSTCK140,Stomach,-0.046216197,0.906633923,0.22597407,-0.436858729,-0.283259168,-0.069370818,-0.006895763,0.185352253,-0.648695881,-0.161194123,0.129811337,0.35710939,0.526375558,-0.1898357,0.009035506,0.572191261,0.025769575,0.447590514,-1.577055166,-0.686484783,-0.384687044,-0.261390106,0.222940599,-0.223468767,-0.149953327,0.003665026,0.095359193,-0.037423419,-0.002304938,-0.122160511,-0.398906973,-0.633728131,-0.056987644,-0.576142027,-0.010533665,0.534055616,0.37068663,-0.025398786,-8.923471056,-0.061369145,-0.006207006,-1.603977299,DMEM
NCIH3255,Lung,-0.224351054,0.292987518,0.116667025,-0.311768425,0.408624847,-0.211042039,0.208149703,0.128968716,-0.239756282,0.47628062,-0.0700184,-0.740625609,0.136109861,0.06063107,-0.080485254,0.255213498,-0.431140108,0.145903818,-0.065515239,-0.171465628,-0.724365323,0.557428757,-0.333410964,-0.014026607,-0.618316115,-1.534576294,-0.041286952,0.253034166,-0.020863797,-0.519832155,0.704017136,0.530777289,-0.395026427,-0.182482634,-0.596895952,-0.407237319,0.272125399,-0.036966244,-0.111934655,0.074790022,-0.561198636,-1.523554907,RPMI
SNU719,Stomach,0.024561304,0.646927951,0.659201,-2.17078718,-0.287608868,0.003381528,-0.071319971,-0.614065279,-0.555602915,0.576129636,0.683598972,0.817048951,0.476072243,0.363932309,-0.122057875,0.261341397,0.678318743,0.695158742,-0.002145521,-1.043471037,-0.815065929,-0.838528957,-0.424715482,-0.645165621,-0.502452671,-0.337644572,0.081552827,0.300380125,0.317332148,-0.00738813,0.589630601,0.417685808,-0.247824345,-0.528867844,-0.740215145,-0.223785455,0.45232599,0.045813265,-0.088493352,3.62E-05,0.025258546,0.404366777,RPMI wGln
SNU489,Central Nervous System,-0.0756682,-0.047179566,-0.151574776,-0.221548467,-0.028330558,-0.17904723,-0.145085431,-0.332204513,0.081210316,-0.082332678,-0.306891015,-0.027514652,-0.322122912,0.075658438,-0.190502507,0.029573956,-0.105958394,0.234375256,,-0.389226094,-0.250755839,0.315701401,0.665505396,-0.269420033,0.093303002,0.272547325,0.356417294,-0.705015286,0.219027028,0.473155601,-0.784720891,0.212786091,-1.258563589,-0.614543191,0.055677863,0.000436098,-0.678124358,-0.068061608,,-0.052213773,-0.161830347,-0.410718733,RPMI wGln
SNU81,Large Intestine,0.020200272,-0.163615114,-0.316057572,0.016365891,-0.81013149,-0.245062089,0.039194458,0.057556968,-1.178351673,-0.105934268,0.257214502,0.467560085,0.648211457,-0.379203309,-0.050595543,-0.666510834,-0.003124902,-0.868947304,0.231484088,-0.185580571,-0.814737439,-1.411554802,-0.936465008,-0.135911929,-0.54138144,-0.842877317,-0.613546932,-0.074568021,0.475461042,0.10397889,0.212360277,1.03143471,-1.16421606,-1.248641056,-1.778335559,-1.244181613,-0.304198199,-0.041878356,-0.310129551,-0.074740975,0.363581385,0.527823381,RPMI wGln
A2058,Skin,-0.067401062,-0.196335111,-0.483057605,0.484487988,-0.223322252,-0.4758039,-0.123699874,-0.378839621,-0.647934958,0.03360607,0.233180875,0.023126048,0.164656623,0.203593755,0.019127031,0.000580422,-0.139237307,0.074541985,-0.509260455,0.127822071,0.292575669,0.214249987,-0.297714001,-0.169612046,0.140777143,-0.46681032,0.086446494,-0.662039416,-0.771922984,0.23691128,-0.171193788,-0.228197305,0.409295818,-0.199176886,0.303111715,0.422642047,0.342218028,0.030017944,0.432321386,-0.211925725,0.179877597,0.110170056,RPMI
SNU1040,Large Intestine,0.236156499,-1.407350059,-1.066425293,0.385542833,0.401048831,0.404744067,0.067911884,-0.378828974,0.303902913,0.360299197,0.256441391,-0.092601397,-0.360817357,-0.013119365,0.139932224,-0.035167718,0.41412957,-0.428374015,2.029324224,0.089472896,0.376787834,-0.171150857,0.036461122,0.06017735,0.530955588,-0.074742648,0.146419844,-0.207390146,0.936061385,0.510818468,-0.075825348,1.041228986,0.292347202,-0.197353098,-0.969841292,-0.711711778,0.162019534,0.132138316,0.236513809,0.212475723,0.396273478,0.370292648,RPMI wGln
SNU1076,Upper Aerodigestive Tract,-0.463105683,-0.298980764,-0.4612286,,1.254343962,0.355648235,-0.060883115,-0.050976927,1.053223626,-0.460705614,-0.197513337,-0.979950138,-1.170022678,0.157217587,0.320896896,-0.032374241,-0.284282597,-0.246281025,-0.959330861,0.155215824,0.093424563,-0.40364698,0.551884503,0.436750496,0.390359846,0.380592115,0.857398629,0.309066539,0.281409431,-0.520152283,-1.09199417,-0.576524282,-0.180009367,-0.119103692,0.0184897,-0.565086796,-0.625395346,0.114091848,0.030666543,0.000636883,-0.227965344,-0.487252873,RPMI wGln
SNU175,Large Intestine,0.195038178,-1.477436355,-0.842632565,0.391921766,-0.250686337,-0.098068529,0.118286888,-0.707160555,-0.268873898,0.223500884,0.875318828,0.830276201,0.30211936,0.373770542,-0.01830601,0.683710609,0.298402282,0.603715024,-6.370191789,-1.117200809,-0.137869104,0.148590817,-0.015544248,-0.85123621,0.332161417,0.867765305,-0.151005435,-0.307309608,0.448802478,0.578888027,-0.793236672,-0.264732788,-1.555585056,-1.974358198,-0.737141031,-1.987501913,-1.2481616,0.033673345,-5.803053353,-0.062047733,0.362779673,-1.043289552,RPMI wGln
SNU407,Large Intestine,-0.034607842,-1.482833773,-1.163784025,-4.521079655,-0.336112868,-0.182741601,-0.132179227,-0.227754648,-0.324060603,0.781892623,0.201124974,0.151042682,0.055089482,0.049631017,-0.29051933,0.332789625,-0.135080276,0.475524176,-0.903536636,0.74550829,-0.196344907,-0.639050051,0.42628214,0.499987404,-0.322120233,-0.510728577,0.416733304,-0.012506282,-0.482220823,-0.770217112,-0.698016826,-0.287221529,1.865891111,0.22658399,-0.750712298,0.608022177,-0.232827473,-0.243780847,0.144603502,-0.528906491,-0.341441366,0.148622306,RPMI wGln
SNU201,Central Nervous System,-0.023588394,0.473219285,0.420181008,0.110583581,-0.094085107,0.088304231,0.085940856,0.084323878,1.002396915,-0.14704971,-0.066973675,0.070212131,-0.075522298,0.669331832,-0.015464199,0.412280617,0.3687642,0.896299925,,-0.54829428,-0.03123982,0.503265524,0.793057087,-0.661202429,-0.025952894,0.482006621,0.421837279,0.050354949,-0.024663351,0.462572453,0.026954952,0.45530916,0.062126278,0.733583595,0.838695911,0.875917698,-0.150845283,0.076501488,,-0.003533306,-0.011233498,-0.405836702,RPMI wGln
KMS20,Haematopoietic And Lymphoid Tissue,0.036028563,-0.113236972,0.526427918,0.527002147,-0.114652505,-0.192200522,0.287471024,0.019176325,0.010821398,0.4345543,0.24669469,-0.019149078,-0.101264738,0.190621674,-0.109203828,-0.000670457,0.253542382,0.242147705,-0.525598476,-0.292765662,-0.745399342,-0.000979895,-0.72835468,-0.06190146,-0.139140853,0.148107435,-0.485702538,-0.184521027,0.179739739,0.785081405,0.156500352,0.833382591,-0.730275228,-2.28105015,-0.919194574,0.658596644,-0.626082829,-0.192091345,0.012369764,0.006318634,-0.821547757,-1.365805724,RPMI
SNU216,Stomach,-0.140649518,-0.948577822,-0.885888551,-0.307418911,0.743571145,0.211084979,-0.449165995,-1.042478511,0.471650142,0.263770595,0.020355321,-0.267440525,-1.231915337,0.104388741,-0.086645809,0.144344986,-0.051312237,0.04775979,,0.151041404,-0.219257123,0.092755823,0.452380786,0.274309457,-0.320731522,-0.209908546,0.001108733,0.388250725,-0.511630907,-0.985063479,0.484543261,-0.510793313,-0.286992798,-0.046664038,0.12435743,0.585794464,-0.255696826,-0.273233143,,-0.172128192,-0.511653761,-0.404476929,RPMI wGln
SNU1196,Biliary Tract,-0.322765905,-0.005444094,-0.126000672,-0.098654621,-0.421241769,-0.271417115,-0.055849199,-0.262922914,-1.16805728,-0.0670769,-0.251581982,0.249098859,0.215888008,-0.741013847,-0.463337069,0.497051932,0.343952393,0.79575843,,-1.020144102,-1.11604674,-0.925209912,-0.905380884,-0.786748809,-0.50982639,-0.712549035,-0.32261582,-0.368471103,0.072228791,0.124127768,0.166250653,0.339169436,0.011630822,-0.266760282,-0.305213266,-0.192306951,-1.20313367,-0.418870855,,-0.160201987,-0.612049322,-1.025461807,RPMI wGln
